cnd,transient_counts,cdt,mdt,dtstd,key_press_list
-6,22,9.885633707046509,0.8986939733678644,0.4795061902542082,"[0.35751795768737793, 0.5577960014343262, 0.7496109008789062, 0.8296279907226562, 1.205604076385498, 0.7092690467834473, 0.7097480297088623, 1.1335358619689941, 2.0775530338287354, 0.3016667366027832, 1.2537040710449219]"
-6,22,6.222368478775024,0.5656698617068204,0.27033872565075256,"[0.17353034019470215, 0.38973331451416016, 0.3896660804748535, 0.4536778926849365, 0.6296467781066895, 0.3818340301513672, 0.4857442378997803, 0.4535031318664551, 1.0377452373504639, 1.0776281356811523, 0.7496592998504639]"
3,14,7.5836896896362305,1.0833842413766044,0.5635839303640408,"[0.8691749572753906, 0.7272539138793945, 1.533348798751831, 2.2215018272399902, 0.9012598991394043, 0.9576330184936523, 0.3735172748565674]"
-6,20,9.320627689361572,0.9320627689361572,0.5955216889219545,"[1.0455641746520996, 1.0219159126281738, 0.6374456882476807, 1.4052729606628418, 0.5178909301757812, 0.5019221305847168, 2.3975319862365723, 0.40572500228881836, 0.29372096061706543, 1.0936379432678223]"
0,16,10.549860715866089,1.318732589483261,0.528006075751934,"[1.0296719074249268, 0.9577291011810303, 0.9337270259857178, 2.501844882965088, 1.309662103652954, 0.8057379722595215, 1.2456789016723633, 1.7658088207244873]"
3,18,6.370927572250366,0.7078808413611518,0.3925479655762592,"[0.4775278568267822, 0.49373817443847656, 0.5739526748657227, 0.3897719383239746, 0.6294760704040527, 0.7497098445892334, 0.549720048904419, 0.7336840629577637, 1.7733469009399414]"
3,18,8.986417293548584,0.9984908103942871,0.4972182358742735,"[0.621269941329956, 1.7576251029968262, 0.5656187534332275, 0.8294992446899414, 1.4537639617919922, 0.6934409141540527, 0.6857242584228516, 1.8297431468963623, 0.549731969833374]"
3,18,10.066975593566895,1.118552843729655,0.819689077180147,"[0.5255820751190186, 1.253532886505127, 0.4535191059112549, 0.6457881927490234, 0.39763498306274414, 2.685422658920288, 0.27781176567077637, 2.093817949295044, 1.7338659763336182]"
-6,22,8.494728565216064,0.7722480513832786,0.5311651774287607,"[0.2618842124938965, 0.1896960735321045, 1.6937448978424072, 0.43755412101745605, 0.6137309074401855, 0.9255590438842773, 0.31785011291503906, 0.5338859558105469, 1.8699142932891846, 0.7253859043121338, 0.925523042678833]"
0,18,10.314486742019653,1.146054082446628,0.6496970329524323,"[1.0376219749450684, 0.8695130348205566, 0.8775889873504639, 0.7177112102508545, 2.0775911808013916, 1.629723310470581, 2.2693188190460205, 0.5417630672454834, 0.2936551570892334]"
-6,20,9.54381012916565,0.954381012916565,0.4977385629959788,"[0.6932449340820312, 0.6617629528045654, 0.7094049453735352, 1.3257112503051758, 1.0217437744140625, 0.877443790435791, 1.1097421646118164, 2.197578191757202, 0.6776292324066162, 0.2695488929748535]"
3,16,7.604006052017212,0.9505007565021515,0.4256019838023026,"[1.1814708709716797, 0.8137550354003906, 0.40540385246276855, 0.6933979988098145, 1.461456060409546, 1.0373780727386475, 1.613490104675293, 0.39765405654907227]"
0,16,9.470803022384644,1.1838503777980804,0.46449664132129015,"[0.8536231517791748, 0.8054282665252686, 0.6294200420379639, 1.3897747993469238, 1.0297999382019043, 1.88771390914917, 1.9254519939422607, 0.9495909214019775]"
0,18,11.844610452651978,1.316067828072442,0.4220133137120038,"[1.4214038848876953, 0.7897779941558838, 1.07771897315979, 1.277817964553833, 1.7258358001708984, 0.6457810401916504, 2.0057029724121094, 1.7029590606689453, 1.1976127624511719]"
0,20,12.448067426681519,1.244806742668152,0.9612895501115891,"[1.8934650421142578, 1.4531309604644775, 0.7655839920043945, 0.3739347457885742, 0.3414499759674072, 3.1179027557373047, 0.8295841217041016, 2.6858139038085938, 0.28566694259643555, 0.7015349864959717]"
